Matthew 13:1-23,,,,,
Matthew 13:24-58,,,,,
Matthew 14:1-21,,,,,
Matthew 14:22-36,,,,,
Matthew 15:1-20,,,,,
Matthew 15:21-39,,,,,
Matthew 16,,,,,
Matthew 17,,,,,
Matthew 18:1-20,,,,,
Matthew 18:21-35,,,,,
Matthew 19:1-15,,,,,
Matthew 19:16-30,,,,,
Matthew 20:1-16,,,,,
Matthew 20:17-34,,,,,
Matthew 21:1-22,,,,,
Matthew 21:23-46,,,,,
Matthew 22:1-22,,,,,
Matthew 22:23-46,,,,,
Matthew 23:1-24,,,,,
Matthew 23:25-39,,,,,
Matthew 24:1-28,,,,,
Matthew 24:29-51,,,,,
Matthew 25:1-30,,,,,
Matthew 25:31-46,,,,,
Matthew 26:1-25,,,,,
Matthew 26:26-46,,,,,
Matthew 26:47-75,,,,,
Matthew 27:1-31,,,,,
Matthew 27:32-66,,,,,
Matthew 28,,,,,
Mark 1:1-20,,,,,
Mark 1:21-45,,,,,
Mark 2,,,,,
Mark 3,,,,,
Mark 4:1-20,,,,,
Mark 4:21-41,,,,,
Mark 5:1-20,,,,,
Mark 5:21-43,,,,,
Mark 6:1-29,,,,,
Mark 6:30-56,,,,,
Mark 7:1-23,,,,,
Mark 7:24-37,,,,,
Mark 8:1-21,,,,,
Mark 8:22-38,,,,,
Mark 9:1-29,,,,,
Mark 9:30-50,,,,,
Mark 10:1-31,,,,,
Mark 10:32-52,,,,,
Mark 11:1-19,,,,,
Mark 11:20-33,,,,,
Mark 12:1-27,,,,,
Mark 12:28-44,,,,,
Mark 13:1-23,,,,,
Mark 13:24-37,,,,,
Mark 14:1-26,,,,,
Mark 14:27-52,,,,,
Mark 14:53-72,,,,,
Mark 15:1-20,,,,,
Mark 15:21-47,,,,,
Mark 16,,,,,
Luke 1:1-25,,,,,
